Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
35196.0,68,4881,497,18,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"My dog eats Nature's Recipe ""Easy to Digest"" dry food everyday. It really helped with her digestive issues. I thought the wet food version would be okay, but it made me completely ill. She was dry-heaving, had major gas issues and was quite lethargic. About 12 hours after her final dose of it, all of her symptoms disappeared. The dry food is still great, but this wet food is really awful.",Positive
60230.0,78,4693,1067,17,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"I am a long-time fan of beef jerky, since I was a kid reading about its origins.  Too often, commercially available jerky is just so much crap; poor quality, no taste, lousy texture, etc.  Usually, the only good stuff you can find is with small ""boutique"" (boy, that seems out of place!) vendors, the kind you mind find at good ""county fairs"".  The only really good jerky I've ever purchased was from Bread & Circus in the early '90s...<br /><br />This jerky is pretty close.  Very good texture (if you like it moist), and little gristle.  Very nice flavor, and some spice - mind you, I really like it hot, so for those who like things milder or moderate, this is probably near or beyond your limits.  The only jerky I know that is hotter is my homemade version using Mad Dog Inferno!<br /><br />Great Product!",Positive
22108.0,46,4340,31,7,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"To be completely and 100% fair, I have tried this product before and enjoyed it.  The only part that concerns me is that this product is manufactured in China, with no information on the sources of the fruits. On their website they say they ""source fresh fruit"" and that "" We are not concerned about issues surrounding where our product is produced because we take great care to ensure the quality and food safety of our products.""  I'm not suggesting that this product is bad (which is why I gave it 5 stars) but I share more of a concern than evidently the company does, as to where they are getting this fruit, processing it and shipping it.  With the history China has had with kid's toys/formula/etc in the past, let's just say we don't feed these products to our child.  I would love it if the company would provide a tour and exact explanation of the process and sources, rather than discounting that information all together.",Positive
44392.0,71,4585,211,14,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"CONVENIENT! Great for on-the-go. My newborn love this and so do I. However, these are pricey compared to the powdered formula. At $40, you get 96oz worth. With the powder formula (from Sams Club), at $27, you get 244oz. We're currently using both types for our newborn. She seems to favor the Ready-to-Go better than the powder.",Positive
55424.0,6,4869,877,25,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,Perfect. A meal bar that is not just good tasting but nutritious and healthy as well. And each of the flavors is unique. Well done.  Looking forward to new flavors as well.,Positive
17688.0,82,4820,11,4,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"One Saturday I was watching Aarti Sequeira's show on Food Network on Tandoori Chicken. It looked great and her guests loved it.  The only problem for me was getting ALL of the various spices, measuring them and putting it together.<br /><br />I found this product on Amazon and it has a few very good reviews. Since I wanted to cook something different for my guests, I gave it a try.<br /><br />First, it was super easy!  Yogurt and the Arora Creations Tandoori Chicken spice packets was all it took.  I did a double batch. Total prep time was under 20 minutes. I let it marinate five hours. I used skinless, boneless chicken thighs.  On a hot BBQ prepared with lump hardwood charcoal (not briquettes), I cooked each side for about 3 minutes. It had a wonderful char.<br /><br />On the same grill I cooked Naan bread. The bread, tandoori chicken and a light potato salad was a huge hit.  We have guests coming over this month. Two of them were here for the tandoori chicken. They told the rest of folks coming and begged me to make it again.<br /><br />Yes, you can buy all the tandoori spices and measure them out, but why? This is easy and delicious.",Positive
92491.0,71,4712,2034,25,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"The WELLNESS brand was one that our vet recommended for our overweight cat.  Said that this brand does not have all that filler that other canned cat foods have.  Since using this on our three cats - our overweight cat has lost weight and regained her vim and vigor, her arthritis is better and all three cats just love the stuff.",Positive
90273.0,32,4485,1991,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"This is my favorite trail mix.The fruit,nut ratio is perfectly balanced.My order always arrives quickly.I would definately recommend this product to everyone.",Positive
82571.0,28,4376,1686,24,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,Prompt and professional service.  I will be doing more business with this company.<br /><br />Jim,Positive
38513.0,20,4440,324,17,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,This is a rich but not bitter coffee and the price is great.  I love it and will buy more.  All the better that's it is in the PNW,Positive
16653.0,10,4360,69,9,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I got these for me and my boyfriend to try but he refused to try it with me... at first. I tried to explain to him that it's just fruit put in a pill form but he was convinced it was some type of trick I was trying to pull on him. Anyways so I went to the store and picked up some lemons, limes, tomatoes, kiwi, oatmeal stout beer (which I absolutely hate stout beer), sour candy and some red hots. I let the pill dissolve on my tongue and started out trying a lemon. One thing I recommend which I didn't do was to try out all the food first to get something to compare it to. I sat in front of my boyfriend and ate a whole lemon without even flinching. Then I told him to try it and he could barely lick it without making a face. Then I tried some stout beer... it tasted like cold coffee with a hint of kahluah. I eventually got him to take one of the pills. We had sooo much fun tasting foods!! it was amazing how much it worked!!!! I already recommended it to all my friends and now I recommend it to you. It can be a really cool party trick by betting someone you can eat a whole lemon without making a face.",Positive
42586.0,7,4896,252,16,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Highly recommend this illy product. Takes wonderful, gives a nick kick in the morning and generally keeps the energy level high for several hours. If you love coffee in a can, this is your product.",Positive
23529.0,67,4826,54,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Having tried two different matcha powders thus far from Amazon.com, I am extremely impressed by the quality of DoMatcha's product. The other product I had ordered from Tao of Tea, while cheaper and 3 times the size and also of Japanese origin, simply does not compare to the fresh appearance and taste of DoMatcha's product. Exceptionally vibrant green color out of the box that turns into an extremely lush, dark forest green color upon addition of water, with an exceptionally fresh taste to match. If the matcha powder Starbuck's uses is taken as a token standard of like 100, Tao of Tea's matcha would be 80 or 90, while DoMatcha would be at least 125. The former two have colors of dull green and greenish-yellow respectively after water is mixed in with the matcha.<br /><br />I have not tried the really high-quality, really expensive premium matcha with elegant Japanese names and calligraphy on the cases they come in. But I am willing to bet that DoMatcha can quite hold its own against the super-premium labels/brands of matcha out there.",Positive
74881.0,48,4766,964,27,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I've never been an energy drink guy, but Kick has definitely converted me. I drink it as much for taste as I do for energy. Watch out RedBull!",Positive
71107.0,61,4785,1327,28,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,I looked at all grocery stores in my area for some GF soy sauce. Glad to have found it online.,Positive
46910.0,36,4386,68,7,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"I was looking at this but realized I couldn't seem to find a size except ""extra large"".  May I suggest that you tell us what ""extra large"" is?  And...how about list it clearly and front and center?",Positive
18690.0,77,4836,60,5,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Very quick and easy to make. All you really need is about one pound of hamburger meat, this box, a skillet and a spoon.<br />For a healthier option use ground turkey (it'll be just a little drier) and stir in some veggies, like peas and carrots. Good with garlic bread and a salad too.<br />The sauce is flavorful but not spicy, no heartburn problems.<br />Healthier than fast food but almost as fast and easy. Also economical. The perfect family meal.<br />Since leftovers reheat easily and taste just as good its perfect for singles or couples too.",Positive
37244.0,90,4716,55,5,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"My husband and I drink a lot of coffee, but wanted something easy for when we wanted just one cup at a time. We didn't want another appliance on the counter, so we purchased the Douwe Egberts Instant Coffee Sticks. We love them! The coffee is much better than most instant coffees and they are so convenient! We started with purchasing one box, but we are going to start the monthly order.",Positive
82427.0,35,4397,1456,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,My 2 year old loves these!  He doesn't even miss the usual brand of chocolate graham snacks he was used to before I found these.  It's so great to know he's snacking on something that is all-natural.,Positive
75342.0,38,4707,563,18,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Of course no bagged tea can ever be the ""best tea ever"", but in the realm of bagged, this tea is about the best you could ever ask for.<br /><br />Twinings Everyday is just that- a tea that's perfect every day of the week. It's a light black tea, with a nice easy flavor that has just a pinch of citrus. Steep it more lightly and you get an almost white tea flavor, longer to go darker. The only reason any tea enthusiast should be disappointed is if they prefer especially strong brews. My father-in-law is the type that would eat the leaves if he could, so he'd have to use extra bags to make the sort of insanely strong brew he prefers. Then again, that's why it comes in boxes of eighty.<br /><br />The actual flavor is perfectly balanced, and suits whatever bells and whistles you want to tack on. If you want to drink it as is, it's wonderful. It goes perfect with lemon, or with milk, and I've found it's also wonderful with honey and sugar. In short, this tea suits whatever you're in the mood for.<br /><br />I recommend this tea enthusiastically. I wound up picking up a box on clearance, and couldn't be happier. If you love tea, this is the perfect default to keep at hand when you can't decide which specialty brew to have. If you've never really gotten into tea, this is the pefect blend to learn what the fuss is about. This tea does lend itself more to afternoon and blending with milk or sweeteners, but it's fine in any situation.",Positive
70044.0,46,4784,1504,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"The dressing is made with flax oil which is supposed to be beneficial. However, there are some people who would chant ""Fat is fat"" and scoff at the idea that one oil is better for you (me) than another. The dressing, itself, has a metallic taste I don't care for. I won't be buying it again.",Positive
79146.0,33,4354,564,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Well, what's to be said other than I really like this Licorice Spice Tea?<br /><br />I cut out sugar and reduced my caffeine intake over the last year or so and this licorice tea is my favorite replacement for a caffeinated hot drink. Because I have a sweet tooth I usually now drink tea and coffee with soy milk to reduce the bitterness. This licorice spice tea is delicious and I drink it equally happily both with and without soy milk (the licorice gives it a natural sweet flavor). I have at least one or two cups a day, and even if I was to return to my previous high regime of caffeination I would still include a cup or two of this tea during the day.<br /><br />I'm not a fan of chamomile and this Licorice spice tea does not seem to list that as an ingredient.<br /><br />It seems many people don't like the flavor of licorice, but those that do really like this tea.<br /><br />I've found that the flavor of each batch seems to vary in intensity and the last batch I bought had a less strong taste which simply means it needs to be steeped a little longer.<br /><br />Scratching around for other things to say, my only concern about Stash teas is what appears to be plastic coated aluminum sashes that the teabags are sealed in. That does a great job in terms of sealing in flavor, but I'd rather it wasn't either plastic or aluminum coated. Maybe there's no good alternative.<br /><br />The only other thing is that the latest boxes have changed the design of the semi-circular hole at the bottom of the box and the new design makes it near impossible to easily remove a sachet. You'll be attacking it with the scissors or opening the box lid to get them out.<br /><br />But what really matters is the flavor and this is simply the best!",Positive
77437.0,70,4503,1125,23,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Once again , clueless consumers that feed their cats nearly inedible corn, glutens, and by-products, none of which are good for your animals.  Last reviewer thinks they are a good cat mom -  think again.  This is one of the worst foods out there along with meow mix, science diet, friskies, most purina products.<br />Would you let your kids eat french fries and fritos for all their meals?  this is pretty much the same thing for your cats.<br />Read the labels -  main ingredients should be meat, not corn, not byproducts.  Glutens are allergens and used as filler and should be avoided.  Look around, there are affordable good foods available -  some warehouse clubs sell their brands which are very good (starts with a ""C"").  Check pet food ratings, dot net.<br /><br />Ignorance is no excuse for torturing your animals with terrible food",Negative
54984.0,51,4324,358,17,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,I was about to order case of 6 from amazon. I took a few minutes to see where else I could buy it online and found that Abbott has same exact thing for $143! Usually this product is $27/piece if bought at babies r us or target so amazon price is not a great deal. I love amazon and use it a lot but on this product they are overpriced!,Positive
42403.0,18,4488,42,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,I bought my twin nephews bubble gum machines for their birthday and this was great to put<br />in the machine.  They loved it.,Positive
55761.0,97,4354,184,10,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Cheecha Krackles are a tasty light snack...only 80 cal in 2 cups!<br />They are delicious..... and without monosodium glutamate. I tried the triple cheese nacho flavor as well...its great too. My daughter loves the mesquite/barbeque flavor...I hope Amazon will carry those flavors too!<br />Up until now, the only way to get these chips was in Canada.<br />I have never written a review before...but this product deserves it!",Positive
37292.0,32,4725,460,19,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Actually this is for my wife who ordered these K-cups for herself. She has already ststed she will reorder more. Loves the cappuccino, I lkie it too.",Positive
45576.0,9,4320,145,8,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Another good Stash tea.  Very pleasant, light flavor with minimal aftertaste (sometimes use two bags to get stronger taste) that's especially good for upset stomach.  Really impressed with shipping speed - from ordering to my door in less than 24 hours!",Positive
70321.0,6,4817,1376,25,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I finally found the BEST coffee to brew at home after seemingly infinite trials and errors. Deep, rich, complex and never bitter no matter how strong I make it. I drink coffee straight up... no milk, no sugar so there's no place to hide and ""Cowboy Mud"" is great. I got lucky and found it by accident among another 10-brand search for the perfect coffee bean in a recent monthly sale at Amazon for about $5.00 a pound. Still worth it at $9.00.",Positive
58086.0,80,4813,792,23,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,I just got a free sample.  I cooked it for 1 min 20 secs in my micro.  The kids and I are enjoying it very much.  Not too sweet.  Kinda has a walnut-y flavor though there are no nuts in it.It will be perfect for me to send the pouches to school for a day when the teacher's forgot to tell me there was a birthday.  No more need to keep cupcakes in the freezer at school. Now all we need is mayo packet sized frosting to go with it ;),Positive
81795.0,74,4899,1382,23,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I really wanted to like this tea because it is full of antioxidants. I was hoping for a fruity flavor, but instead it tastes just like cough syrup. I do not have good memories of cough syrup as a child, so because the flavor reminds me so much of yucky cough medicine, I can not drink it. I tried to drink it anyways, thinking that the benefits of a tea filled with anti-oxidants outweigh the flavor, but I just couldn't do it! Well, that is just my 2 cents. If anyone else has tried this and agrees with me, let me know!",Negative
28389.0,49,4874,28,4,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I love this product, but I think it is wildly overpriced for a bottle of salad dressing!",Positive
66835.0,21,4562,1033,24,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,This is a great snack and super healthy.  I would recommend it to anyone who wants a healthy alternative snack from what is at the store.  I love dark chocolate and this was some great chocolate.,Positive
69901.0,95,4684,882,23,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I purchased the chicken flavor.  When I opened the bag, the smell was very unpleasant.<br />I offered one to my dog and he wouldn't eat it.  The entire contents went into the trash.",Negative
80360.0,56,4771,2231,15,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,SMELLS AND TASTE ARE SOOTHING AND DELICIOUS. I DRINK A CUP EVERY NIGHT AND IT GIVES ME A RELAXED FEELING. I LOVE SLEEPYTIME TEAS!!!!,Positive
63342.0,48,4909,1101,19,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"The chips come in a large box with individually wrapped bags of chips. The bags are very strong - much thicker than, say, Lay's potato chip bags. Inside are very tasty kettle cooked chips, salted just right. Because these appear to be cooked in an actual kettle fashion, some are cooked more than others, which gives it a more authentic, non-manufactured feel. Some people may not like that.<br /><br />I reccomend them!",Positive
44989.0,26,4943,369,16,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I picked this up at my local grocery store thinking it would be good, name brand and all.  It tasted terrible.  You have to add a lot of the seasoning just to taste anything, then when you finally taste it, it has a powdery fake taste to it.  I was extremely disappointed.",Negative
31859.0,3,4410,48,5,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I just received two boxes of this coffee and now I don't know what to do with it. I ordered it because of the reviews but it is horrible. It has a burnt, smoky after taste that stays in your mouth for hours. Just thinking about it makes me ill. It is also very very light.",Negative
51569.0,39,4790,467,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I jut tried them. I had tried strawberry initially and stuck with them. I just tried the blueberry and like them considerably better, they have more flavor and don't dry out as quickly!",Positive
30372.0,33,4839,44,8,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"This was the first coffee I tried on a Keurig.  At first I wasn't a fan.  Then I tweaked the cup size a bit and found a nice blend.  I personally like this on the 10oz setting.  This gives the best balance of flavor and fullness.  The key here is this is a medium roast, even though it is listed as 'bold', it is more of a medium through and through.<br /><br />The flavors are good.  There is a nice tail on this one.  It is a tiny bit on what I consider to be the tart side.  Not necessarily bitter though.  However, I am the only one in my family still drinking this one.  They've all moved on to the dark roast all the time.  For me, I like slightly less strength for my first cup of the day.  Yes, I do drink 3 cups a day... So there is still plenty of time for the stronger cups later on.<br /><br />Pros:<br />o flavor<br />o smooth tail<br />o great for 10oz or less<br /><br />Cons:<br />o a bit on the tart side<br /><br />Overall - I recommend this coffee for smaller cup sizes.",Positive
16014.0,42,4757,38,10,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,I have been buying this dog food for more than three years. It has been the best for both of my dogs. They seem to thrive since the first time they consumed it.,Positive
41120.0,80,4523,81,9,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"My husband and I tried this tea because it was on sale locally (4.99 for 80 ct. bag) and it surprised us by becoming the TOP favorite for us both. It is rich like an Assam, malty, comforting with sugar and a dash of Half & Half for me, plain or with a little sugar for my hubby. I would have to say it is by far the smoothest yet heartiest cup of tea that we've ever enjoyed, and when the coffee runs out for my First Cup O'The Day, I'm switching to this tea for the gentler eye-opener.<br />Plus, the frugal gourmet within knows it's cheaper than coffee even if you use the bag once only. Hubby has a 2-cupper size mug and gets 2 quite hearty cups from 1 bag.<br />It is a bit odd to me to rave over a tea, but this is how I feel about it. If I opened a real tea room (instead of just a virtual one as I have now,) this tea would be the House's ""Signature"" Cup. It is impossible (given the time) to drink only one cup and not have an immediate refill. A perfect autumn-winter tea especially, with a nice round flavor that can stand up to spices and/or alcohol. In fact, I just talked myself into another cup right now. Cheers!",Positive
39763.0,9,4617,167,10,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"A wonderful snack and reward I give to friends and carry with me around the world, Cat Cora brand beats Divina brand.",Positive
38725.0,52,4338,45,7,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,More than I expected.  I received item quickly and it was wonderful.<br />I am very happy with it all.,Positive
77981.0,78,4687,664,21,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,I can't have caffeine so I was looking for a product that would give me energy when I needed it without the headaches caffeine caused me.I was very dissapointed. It didn't give me any energy at all and I had to gag down the severly sweetened tasting product to find that out.,Negative
